longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.2,33.29,12.0,7.0,4.0,2778.0,1020.0,4.0357,591800.0,<1H OCEAN
-117.17,33.28,16.0,3.0,2.0,862.0,280.0,5.1786,753600.0,<1H OCEAN
-117.25,33.38,16.0,6.0,4.0,2007.0,687.0,3.0,293400.0,<1H OCEAN
-117.24,33.4,16.0,4.0,3.0,1322.0,424.0,3.7857,454000.0,<1H OCEAN
-117.23,33.38,18.0,7.0,4.0,1727.0,652.0,2.8393,346400.0,<1H OCEAN
-117.24,33.38,16.0,3.0,2.0,1696.0,516.0,3.668,342400.0,<1H OCEAN
-117.25,33.38,17.0,3.0,2.0,1031.0,389.0,2.0956,268800.0,<1H OCEAN
-117.25,33.39,22.0,3.0,3.0,1425.0,491.0,2.375,274600.0,<1H OCEAN
-117.26,33.37,7.0,3.0,2.0,1440.0,501.0,2.2368,309200.0,<1H OCEAN
-117.25,33.37,8.0,4.0,3.0,1687.0,511.0,1.995,293800.0,<1H OCEAN
-117.24,33.37,14.0,5.0,3.0,2436.0,779.0,4.5391,361800.0,<1H OCEAN
-117.24,33.36,11.0,3.0,2.0,1250.0,450.0,4.5,445200.0,<1H OCEAN
-117.25,33.36,6.0,7.0,4.0,2833.0,915.0,2.3214,494000.0,<1H OCEAN
-117.34,33.46,14.0,5.0,3.0,848.0,304.0,5.5395,546600.0,<1H OCEAN
-117.19,33.41,16.0,3.0,2.0,1301.0,518.0,4.0882,592200.0,<1H OCEAN
-117.14,33.39,17.0,4.0,3.0,1931.0,510.0,3.8547,416600.0,<1H OCEAN
-117.2,33.38,14.0,5.0,4.0,2350.0,810.0,5.0507,583000.0,<1H OCEAN
-117.1,33.36,19.0,7.0,3.0,2091.0,610.0,3.2614,337600.0,<1H OCEAN
-116.95,33.31,16.0,5.0,3.0,1838.0,540.0,2.2393,234000.0,<1H OCEAN
-117.03,33.32,14.0,2.0,2.0,601.0,193.0,3.8438,487600.0,<1H OCEAN
-117.05,33.29,17.0,4.0,3.0,891.0,281.0,7.0177,535200.0,<1H OCEAN
-117.05,33.26,14.0,4.0,2.0,1704.0,539.0,3.7644,529400.0,<1H OCEAN
-117.12,33.27,11.0,3.0,2.0,1727.0,541.0,4.9375,465600.0,<1H OCEAN
-117.0,33.29,17.0,4.0,3.0,573.0,221.0,8.2531,838400.0,<1H OCEAN
-116.98,33.26,12.0,7.0,3.0,3129.0,945.0,4.7647,508200.0,<1H OCEAN
-116.99,33.2,17.0,3.0,2.0,1531.0,505.0,3.1553,500000.0,<1H OCEAN
-116.9,33.22,11.0,7.0,3.0,2012.0,703.0,3.1906,469000.0,<1H OCEAN
-117.14,33.23,11.0,3.0,3.0,918.0,500.0,3.1272,562600.0,<1H OCEAN
-117.11,33.23,13.0,6.0,3.0,2228.0,866.0,4.9335,596200.0,<1H OCEAN
-117.08,33.23,14.0,4.0,2.0,1385.0,512.0,4.15,544400.0,<1H OCEAN
-117.2,33.24,12.0,7.0,3.0,2106.0,801.0,6.2079,614600.0,<1H OCEAN
-117.15,33.2,16.0,4.0,2.0,1253.0,393.0,4.0328,589200.0,<1H OCEAN
-117.2,33.2,16.0,5.0,3.0,1875.0,609.0,5.543,572800.0,<1H OCEAN
-117.22,33.22,17.0,3.0,2.0,1693.0,597.0,3.3882,381600.0,<1H OCEAN
-117.22,33.22,16.0,3.0,2.0,1555.0,560.0,1.7217,350000.0,<1H OCEAN
-117.22,33.22,15.0,3.0,2.0,704.0,322.0,1.9571,325000.0,<1H OCEAN
-117.23,33.24,26.0,3.0,3.0,1014.0,304.0,4.3068,480200.0,<1H OCEAN
-117.24,33.23,13.0,7.0,4.0,1767.0,614.0,4.0776,392000.0,<1H OCEAN
-117.24,33.23,21.0,5.0,2.0,1194.0,312.0,3.4359,301800.0,<1H OCEAN
-117.23,33.23,13.0,4.0,2.0,1946.0,579.0,2.9875,344000.0,<1H OCEAN
-117.23,33.22,18.0,5.0,2.0,962.0,557.0,1.808,194000.0,<1H OCEAN
-117.23,33.22,16.0,6.0,4.0,1036.0,608.0,2.0246,297600.0,<1H OCEAN
-117.24,33.22,20.0,4.0,2.0,1173.0,349.0,4.1316,325000.0,<1H OCEAN
-117.24,33.21,9.0,3.0,2.0,1938.0,525.0,2.1293,302800.0,<1H OCEAN
-117.23,33.21,34.0,2.0,1.0,348.0,127.0,4.125,329200.0,<1H OCEAN
-117.25,33.25,6.0,7.0,5.0,2997.0,1029.0,4.6187,410000.0,<1H OCEAN
-117.27,33.23,5.0,8.0,6.0,9690.0,3510.0,4.1405,397000.0,<1H OCEAN
-117.27,33.22,5.0,5.0,2.0,999.0,325.0,5.0249,393400.0,<1H OCEAN
-117.27,33.22,16.0,5.0,3.0,470.0,313.0,1.8849,181600.0,<1H OCEAN
-117.28,33.22,13.0,5.0,3.0,1065.0,531.0,2.3844,197200.0,<1H OCEAN
-117.27,33.21,5.0,8.0,6.0,3161.0,1012.0,4.4531,355000.0,<1H OCEAN
-117.25,33.22,26.0,3.0,3.0,1160.0,331.0,3.9815,285200.0,<1H OCEAN
-117.25,33.22,19.0,4.0,3.0,1654.0,435.0,3.5,271600.0,<1H OCEAN
-117.26,33.21,26.0,3.0,2.0,1325.0,427.0,3.0197,272000.0,<1H OCEAN
-117.28,33.2,11.0,5.0,3.0,1012.0,285.0,4.21,351200.0,NEAR OCEAN
-117.27,33.2,23.0,4.0,3.0,1360.0,404.0,4.2054,301400.0,<1H OCEAN
-117.26,33.2,13.0,5.0,3.0,1675.0,629.0,2.8214,243800.0,<1H OCEAN
-117.27,33.2,34.0,4.0,2.0,978.0,332.0,4.3542,313800.0,<1H OCEAN
-117.27,33.19,8.0,4.0,2.0,663.0,209.0,2.724,278600.0,NEAR OCEAN
-117.28,33.19,5.0,3.0,2.0,1633.0,580.0,3.4456,331600.0,NEAR OCEAN
-117.25,33.21,9.0,5.0,2.0,1992.0,453.0,2.066,254400.0,<1H OCEAN
-117.24,33.21,19.0,3.0,2.0,1859.0,446.0,2.1875,243400.0,<1H OCEAN
-117.24,33.21,18.0,5.0,2.0,1581.0,387.0,3.0982,222600.0,<1H OCEAN
-117.24,33.2,25.0,4.0,2.0,1045.0,386.0,2.4505,295000.0,<1H OCEAN
-117.24,33.2,26.0,4.0,3.0,989.0,367.0,2.5119,343400.0,<1H OCEAN
-117.25,33.2,22.0,3.0,2.0,1472.0,596.0,2.0625,249000.0,<1H OCEAN
-117.25,33.2,10.0,4.0,2.0,1302.0,471.0,2.7961,262600.0,<1H OCEAN
-117.25,33.21,13.0,3.0,2.0,1035.0,293.0,2.6339,234000.0,<1H OCEAN
-117.23,33.21,21.0,4.0,2.0,861.0,381.0,3.6181,427600.0,<1H OCEAN
-117.22,33.21,19.0,7.0,4.0,1901.0,735.0,3.6375,397600.0,<1H OCEAN
-117.22,33.2,31.0,4.0,3.0,801.0,292.0,4.4844,411000.0,<1H OCEAN
-117.23,33.2,29.0,5.0,4.0,1770.0,693.0,3.5109,332000.0,<1H OCEAN
-117.23,33.2,21.0,5.0,3.0,999.0,356.0,4.8929,425000.0,<1H OCEAN
-117.21,33.2,22.0,3.0,3.0,1288.0,466.0,5.04,507400.0,<1H OCEAN
-117.22,33.19,16.0,6.0,4.0,1948.0,606.0,2.7019,433800.0,<1H OCEAN
-117.27,33.18,4.0,6.0,3.0,1481.0,627.0,2.9133,431400.0,NEAR OCEAN
-117.26,33.19,4.0,3.0,2.0,1518.0,545.0,2.9469,432200.0,NEAR OCEAN
-117.26,33.19,2.0,3.0,2.0,1044.0,522.0,4.2361,317000.0,NEAR OCEAN
-117.25,33.19,18.0,4.0,3.0,830.0,279.0,4.5764,414000.0,<1H OCEAN
-117.24,33.19,19.0,3.0,2.0,1035.0,352.0,2.9191,318800.0,<1H OCEAN
-117.23,33.19,22.0,3.0,2.0,1147.0,422.0,3.6346,385000.0,<1H OCEAN
-117.24,33.18,19.0,3.0,3.0,1646.0,554.0,5.0195,400400.0,<1H OCEAN
-117.3,33.17,6.0,9.0,5.0,3760.0,1460.0,4.1807,365200.0,NEAR OCEAN
-117.32,33.17,18.0,5.0,3.0,828.0,283.0,4.2383,478000.0,NEAR OCEAN
-117.31,33.17,7.0,4.0,2.0,809.0,282.0,5.552,567800.0,NEAR OCEAN
-117.31,33.16,4.0,6.0,4.0,2282.0,801.0,5.5956,495600.0,NEAR OCEAN
-117.31,33.16,17.0,3.0,2.0,781.0,281.0,5.6605,448800.0,NEAR OCEAN
-117.29,33.18,15.0,5.0,3.0,1632.0,721.0,2.7644,222800.0,NEAR OCEAN
-117.29,33.18,17.0,3.0,2.0,436.0,168.0,3.1667,321200.0,NEAR OCEAN
-117.28,33.18,16.0,3.0,3.0,842.0,538.0,2.1205,314600.0,NEAR OCEAN
-117.28,33.18,14.0,2.0,2.0,384.0,126.0,6.2096,356200.0,NEAR OCEAN
-117.26,33.18,9.0,5.0,3.0,2235.0,746.0,4.5781,451200.0,NEAR OCEAN
-117.27,33.15,4.0,9.0,6.0,10877.0,3958.0,4.6357,489800.0,NEAR OCEAN
-117.29,33.15,11.0,5.0,2.0,952.0,448.0,4.0625,175000.0,NEAR OCEAN
-117.24,33.17,4.0,10.0,4.0,3925.0,1672.0,4.2826,475000.0,<1H OCEAN
-117.22,33.17,6.0,3.0,3.0,810.0,322.0,3.625,271400.0,<1H OCEAN
-117.23,33.16,4.0,3.0,3.0,1164.0,582.0,4.0,456200.0,NEAR OCEAN
-117.23,33.16,2.0,5.0,3.0,2091.0,808.0,3.6736,429000.0,NEAR OCEAN
-117.22,33.18,13.0,7.0,3.0,2328.0,801.0,3.3444,367800.0,<1H OCEAN
-117.21,33.17,16.0,3.0,3.0,1446.0,362.0,3.75,327600.0,<1H OCEAN
-117.21,33.19,21.0,4.0,3.0,1722.0,593.0,4.8152,437000.0,<1H OCEAN
-117.19,33.18,7.0,5.0,3.0,1921.0,657.0,4.1128,419400.0,<1H OCEAN
-117.21,33.16,13.0,4.0,3.0,1246.0,579.0,2.6487,392000.0,<1H OCEAN
-117.2,33.16,13.0,10.0,6.0,3094.0,1091.0,2.3159,183200.0,<1H OCEAN
-117.2,33.15,11.0,7.0,3.0,1927.0,765.0,3.0139,398000.0,<1H OCEAN
-117.2,33.14,19.0,5.0,2.0,1663.0,403.0,3.8147,278400.0,<1H OCEAN
-117.22,33.14,5.0,6.0,3.0,2314.0,705.0,5.0123,420800.0,NEAR OCEAN
-117.21,33.14,12.0,7.0,4.0,1708.0,952.0,2.8586,326600.0,<1H OCEAN
-117.21,33.13,15.0,4.0,2.0,754.0,409.0,2.2278,265600.0,NEAR OCEAN
-117.17,33.18,25.0,2.0,1.0,426.0,137.0,3.0221,428600.0,<1H OCEAN
-117.18,33.16,15.0,10.0,4.0,3943.0,1006.0,3.1793,319800.0,<1H OCEAN
-117.15,33.16,5.0,5.0,3.0,2726.0,905.0,3.5839,317000.0,<1H OCEAN
-117.14,33.16,16.0,3.0,3.0,733.0,214.0,5.6874,405400.0,<1H OCEAN
-117.13,33.15,15.0,4.0,2.0,997.0,390.0,3.4833,386400.0,<1H OCEAN
-117.14,33.15,17.0,2.0,1.0,702.0,192.0,5.5696,336800.0,<1H OCEAN
-117.14,33.15,16.0,2.0,1.0,758.0,178.0,5.0346,349200.0,<1H OCEAN
-117.15,33.14,15.0,3.0,3.0,470.0,217.0,2.3062,317800.0,<1H OCEAN
-117.13,33.15,16.0,7.0,3.0,1759.0,663.0,3.1776,345200.0,<1H OCEAN
-117.13,33.14,16.0,3.0,3.0,993.0,277.0,4.8526,341400.0,<1H OCEAN
-117.13,33.14,5.0,3.0,2.0,1320.0,512.0,4.1053,342800.0,<1H OCEAN
-117.12,33.14,16.0,5.0,3.0,1025.0,267.0,4.1641,327200.0,<1H OCEAN
-117.12,33.14,12.0,3.0,3.0,1211.0,396.0,3.8967,345200.0,<1H OCEAN
-117.13,33.14,12.0,3.0,2.0,1147.0,433.0,4.0495,307800.0,<1H OCEAN
-117.19,33.14,12.0,7.0,3.0,1677.0,728.0,2.3267,184000.0,<1H OCEAN
-117.18,33.15,7.0,8.0,4.0,5410.0,1580.0,2.32,235000.0,<1H OCEAN
-117.21,33.13,19.0,5.0,3.0,912.0,554.0,3.775,336000.0,NEAR OCEAN
-117.2,33.12,18.0,5.0,3.0,1473.0,675.0,5.1194,495600.0,NEAR OCEAN
-117.21,33.12,4.0,5.0,2.0,926.0,561.0,4.3672,517800.0,NEAR OCEAN
-117.18,33.11,16.0,4.0,3.0,1197.0,552.0,5.1814,559800.0,NEAR OCEAN
-117.25,33.12,8.0,9.0,5.0,3335.0,1323.0,5.311,511600.0,NEAR OCEAN
-117.24,33.11,10.0,4.0,3.0,1410.0,557.0,6.0336,480600.0,NEAR OCEAN
-117.23,33.1,4.0,5.0,3.0,685.0,248.0,7.745,474800.0,NEAR OCEAN
-117.25,33.1,14.0,6.0,4.0,1176.0,614.0,3.9464,343800.0,NEAR OCEAN
-117.26,33.09,22.0,2.0,1.0,349.0,169.0,7.0423,2000002.0,NEAR OCEAN
-117.26,33.09,13.0,5.0,3.0,1335.0,603.0,4.1667,454200.0,NEAR OCEAN
-117.23,33.09,7.0,5.0,4.0,2015.0,768.0,6.3373,559200.0,NEAR OCEAN
-117.25,33.08,13.0,3.0,2.0,1311.0,435.0,7.5402,680600.0,NEAR OCEAN
-117.25,33.08,14.0,9.0,6.0,3097.0,1014.0,6.617,570400.0,NEAR OCEAN
-117.26,33.08,12.0,6.0,4.0,1958.0,716.0,5.3905,599200.0,NEAR OCEAN
-117.09,33.13,9.0,9.0,6.0,3773.0,1250.0,3.0426,259800.0,<1H OCEAN
-117.08,33.14,15.0,5.0,3.0,827.0,239.0,4.3846,308400.0,<1H OCEAN
-117.08,33.14,11.0,4.0,3.0,921.0,294.0,4.2357,321800.0,<1H OCEAN
-117.07,33.14,16.0,3.0,3.0,1683.0,408.0,4.7426,321200.0,<1H OCEAN
-117.07,33.15,17.0,5.0,2.0,936.0,287.0,5.1842,315400.0,<1H OCEAN
-117.06,33.15,24.0,4.0,2.0,1158.0,360.0,4.7941,295000.0,<1H OCEAN
-117.11,33.19,15.0,4.0,2.0,1656.0,429.0,5.0461,444800.0,<1H OCEAN
-117.03,33.18,17.0,6.0,3.0,2732.0,830.0,5.1771,425600.0,<1H OCEAN
-117.06,33.17,4.0,6.0,3.0,2844.0,950.0,4.4477,349600.0,<1H OCEAN
-117.1,33.17,12.0,3.0,2.0,1226.0,428.0,5.4819,367600.0,<1H OCEAN
-117.08,33.16,11.0,6.0,3.0,2697.0,977.0,4.8554,413400.0,<1H OCEAN
-117.07,33.15,15.0,5.0,3.0,1231.0,503.0,3.2024,360800.0,<1H OCEAN
-117.08,33.14,19.0,4.0,3.0,1444.0,503.0,3.5462,313600.0,<1H OCEAN
-117.09,33.15,13.0,7.0,3.0,1981.0,840.0,3.4764,275000.0,<1H OCEAN
-117.07,33.13,17.0,8.0,6.0,4526.0,1474.0,2.6152,270600.0,<1H OCEAN
-117.07,33.13,33.0,3.0,2.0,612.0,176.0,2.1786,275000.0,<1H OCEAN
-117.06,33.14,27.0,6.0,4.0,2447.0,717.0,3.8185,274400.0,<1H OCEAN
-117.05,33.13,20.0,8.0,5.0,5370.0,1838.0,2.3762,197000.0,<1H OCEAN
-117.04,33.15,15.0,7.0,4.0,6583.0,2789.0,2.8247,300000.0,<1H OCEAN
-117.05,33.14,16.0,8.0,4.0,2737.0,1051.0,2.25,272600.0,<1H OCEAN
-117.06,33.13,12.0,7.0,4.0,4854.0,1957.0,2.8015,287000.0,<1H OCEAN
-117.08,33.13,17.0,8.0,5.0,7014.0,2267.0,2.1437,227400.0,<1H OCEAN
-117.08,33.12,43.0,2.0,1.0,107.0,48.0,0.7054,275000.0,<1H OCEAN
-117.11,33.15,14.0,9.0,5.0,2916.0,1295.0,4.7019,382200.0,<1H OCEAN
-117.1,33.15,5.0,5.0,2.0,1398.0,581.0,3.1467,322200.0,<1H OCEAN
-117.12,33.15,7.0,4.0,3.0,1564.0,457.0,4.4655,365600.0,<1H OCEAN
-117.14,33.18,11.0,6.0,4.0,2300.0,970.0,3.7109,399600.0,<1H OCEAN
-117.1,33.14,7.0,10.0,6.0,4917.0,2424.0,2.3171,319000.0,<1H OCEAN
-117.11,33.14,10.0,4.0,3.0,1395.0,582.0,3.4455,381000.0,<1H OCEAN
-117.14,33.12,7.0,6.0,4.0,2662.0,923.0,4.9005,528000.0,<1H OCEAN
-117.13,33.13,17.0,7.0,3.0,1123.0,699.0,2.082,160000.0,<1H OCEAN
-117.11,33.12,46.0,3.0,2.0,59.0,13.0,3.875,400000.0,<1H OCEAN
-117.1,33.12,12.0,3.0,2.0,315.0,201.0,0.813,550000.0,<1H OCEAN
-117.11,33.11,17.0,7.0,4.0,1167.0,647.0,2.2875,264800.0,<1H OCEAN
-117.14,33.07,12.0,9.0,6.0,4074.0,1504.0,4.3513,399200.0,<1H OCEAN
-117.12,33.07,45.0,2.0,1.0,363.0,177.0,3.6389,373200.0,<1H OCEAN
-117.1,33.07,16.0,5.0,2.0,1080.0,365.0,8.6803,694600.0,<1H OCEAN
-117.07,33.07,8.0,3.0,2.0,1045.0,340.0,8.5957,888200.0,<1H OCEAN
-117.1,33.09,5.0,10.0,6.0,5640.0,1997.0,4.4375,706000.0,<1H OCEAN
-117.08,33.08,23.0,5.0,2.0,1383.0,488.0,4.9844,498200.0,<1H OCEAN
-117.09,33.1,21.0,4.0,3.0,1387.0,499.0,3.8292,354000.0,<1H OCEAN
-117.08,33.09,23.0,7.0,3.0,1988.0,658.0,4.7566,356600.0,<1H OCEAN
-117.09,33.12,11.0,2.0,2.0,620.0,163.0,2.5284,245000.0,<1H OCEAN
-117.08,33.11,31.0,5.0,3.0,1301.0,331.0,2.5331,230200.0,<1H OCEAN
-117.08,33.11,28.0,4.0,2.0,1556.0,563.0,2.2,255400.0,<1H OCEAN
-117.09,33.11,32.0,4.0,3.0,891.0,286.0,3.1429,343200.0,<1H OCEAN
-117.08,33.12,37.0,3.0,3.0,823.0,229.0,1.8363,291000.0,<1H OCEAN
-117.07,33.11,31.0,3.0,2.0,1326.0,427.0,3.0915,279800.0,<1H OCEAN
-117.08,33.11,31.0,5.0,3.0,1669.0,463.0,2.2146,233400.0,<1H OCEAN
-117.08,33.12,33.0,3.0,2.0,565.0,188.0,1.875,228600.0,<1H OCEAN
-117.07,33.12,21.0,7.0,4.0,2818.0,900.0,3.1458,375400.0,<1H OCEAN
-117.07,33.12,32.0,3.0,2.0,1224.0,461.0,2.7216,292600.0,<1H OCEAN
-117.07,33.12,12.0,5.0,3.0,1251.0,529.0,2.4122,254000.0,<1H OCEAN
-117.07,33.11,17.0,7.0,5.0,3004.0,1139.0,3.0054,284600.0,<1H OCEAN
-117.06,33.09,11.0,7.0,4.0,3516.0,1261.0,4.0484,525000.0,<1H OCEAN
-117.03,33.13,15.0,9.0,6.0,3555.0,1118.0,4.7022,345600.0,<1H OCEAN
-116.97,33.13,10.0,6.0,4.0,2177.0,783.0,6.7957,575000.0,<1H OCEAN
-117.05,33.13,17.0,5.0,3.0,1118.0,369.0,4.2813,339800.0,<1H OCEAN
-117.05,33.11,18.0,7.0,4.0,2095.0,677.0,5.4786,447000.0,<1H OCEAN
-117.05,33.13,22.0,4.0,3.0,1099.0,362.0,5.2323,335000.0,<1H OCEAN
-117.05,33.1,13.0,5.0,3.0,2119.0,662.0,6.1868,640400.0,<1H OCEAN
-117.03,33.12,25.0,5.0,2.0,1286.0,419.0,5.4663,496600.0,<1H OCEAN
-117.04,33.09,16.0,3.0,2.0,1902.0,566.0,6.1834,671200.0,<1H OCEAN
-116.93,33.06,16.0,5.0,3.0,1628.0,535.0,4.8836,479800.0,<1H OCEAN
-116.89,32.99,14.0,3.0,3.0,1448.0,452.0,5.0278,421800.0,<1H OCEAN
-116.95,32.96,18.0,3.0,2.0,992.0,329.0,4.5,445200.0,<1H OCEAN
-116.84,33.08,15.0,3.0,3.0,1474.0,460.0,4.0408,451800.0,<1H OCEAN
-116.77,33.08,13.0,3.0,2.0,737.0,279.0,5.5842,478200.0,<1H OCEAN
-116.78,33.0,7.0,7.0,6.0,5102.0,1697.0,5.5102,442000.0,<1H OCEAN
-116.84,33.01,5.0,5.0,4.0,2592.0,797.0,5.4155,398400.0,<1H OCEAN
-116.88,33.05,11.0,9.0,4.0,4197.0,1502.0,2.8827,333400.0,<1H OCEAN
-116.88,33.02,16.0,5.0,2.0,1818.0,529.0,5.2596,343000.0,<1H OCEAN
-116.9,33.03,11.0,4.0,3.0,1975.0,579.0,3.475,334400.0,<1H OCEAN
-116.86,33.05,17.0,7.0,5.0,5030.0,1596.0,3.6348,329000.0,<1H OCEAN
-116.86,33.02,17.0,3.0,2.0,251.0,69.0,4.6518,340400.0,<1H OCEAN
-116.84,33.02,11.0,2.0,1.0,645.0,198.0,5.6674,419600.0,<1H OCEAN
-116.74,33.33,17.0,7.0,4.0,1802.0,673.0,2.4744,316400.0,INLAND
-116.68,33.16,26.0,3.0,2.0,1001.0,324.0,2.1797,312600.0,INLAND
-116.6,33.06,23.0,4.0,2.0,612.0,258.0,2.7813,345800.0,INLAND
-116.58,33.09,36.0,3.0,1.0,334.0,126.0,3.0089,268800.0,INLAND
-116.56,33.05,15.0,5.0,2.0,536.0,209.0,4.125,296400.0,INLAND
-116.61,33.04,11.0,5.0,2.0,616.0,269.0,3.875,396200.0,INLAND
-116.66,33.09,24.0,2.0,1.0,532.0,188.0,1.5909,443800.0,INLAND
-116.67,32.97,16.0,3.0,1.0,120.0,43.0,5.359,387600.0,<1H OCEAN
-116.52,32.9,18.0,5.0,4.0,1754.0,656.0,4.57,379800.0,INLAND
-116.34,33.36,24.0,5.0,3.0,731.0,295.0,3.3214,352800.0,INLAND
-116.32,33.28,19.0,2.0,2.0,327.0,185.0,3.3625,200000.0,INLAND
-116.26,33.07,17.0,3.0,2.0,452.0,184.0,1.9875,167400.0,INLAND
-116.28,32.84,18.0,2.0,1.0,194.0,69.0,2.5179,117600.0,INLAND
-116.37,33.19,12.0,4.0,2.0,1289.0,570.0,2.5795,197400.0,INLAND
-116.58,32.69,19.0,7.0,3.0,2133.0,718.0,2.919,233000.0,INLAND
-116.45,32.65,22.0,3.0,3.0,1644.0,516.0,2.1949,254200.0,INLAND
-116.35,32.74,16.0,4.0,2.0,1046.0,367.0,1.7137,221400.0,INLAND
-116.2,32.64,28.0,5.0,2.0,567.0,254.0,1.4648,123600.0,INLAND
-116.75,32.85,17.0,7.0,3.0,2266.0,769.0,4.2321,434800.0,<1H OCEAN
-116.79,32.84,12.0,6.0,4.0,1891.0,721.0,3.5769,463600.0,<1H OCEAN
-116.76,32.84,16.0,7.0,4.0,1627.0,624.0,3.1196,374400.0,<1H OCEAN
-116.77,32.82,16.0,6.0,3.0,1969.0,767.0,2.875,445800.0,<1H OCEAN
-116.75,32.82,17.0,4.0,2.0,1222.0,443.0,6.6361,617200.0,<1H OCEAN
-116.8,32.8,11.0,3.0,3.0,1672.0,546.0,6.1481,549200.0,<1H OCEAN
-116.62,32.86,18.0,7.0,3.0,2032.0,745.0,4.0159,338200.0,<1H OCEAN
-116.66,32.79,13.0,3.0,1.0,918.0,152.0,6.2152,481200.0,<1H OCEAN
-116.87,32.75,15.0,4.0,2.0,993.0,309.0,5.5164,497800.0,<1H OCEAN
-116.91,32.73,8.0,4.0,2.0,2048.0,575.0,6.4745,600600.0,<1H OCEAN
-116.87,32.72,13.0,4.0,3.0,1431.0,503.0,5.7652,519800.0,<1H OCEAN
-116.89,32.67,9.0,4.0,2.0,1355.0,362.0,6.2578,586200.0,<1H OCEAN
-116.76,32.74,14.0,7.0,3.0,2129.0,688.0,4.7367,429000.0,<1H OCEAN
-116.79,32.61,19.0,3.0,3.0,1421.0,491.0,3.5227,412200.0,<1H OCEAN
-122.41,37.81,25.0,3.0,2.0,592.0,441.0,3.6728,2000002.0,NEAR BAY
-122.41,37.81,31.0,8.0,6.0,2305.0,1201.0,1.8981,2000002.0,NEAR BAY
-122.42,37.81,52.0,4.0,3.0,473.0,250.0,4.3472,2000002.0,NEAR BAY
-122.42,37.8,52.0,5.0,2.0,838.0,510.0,8.0755,2000002.0,NEAR BAY
-122.42,37.8,52.0,7.0,5.0,1848.0,1255.0,4.9211,2000002.0,NEAR BAY
-122.42,37.8,50.0,6.0,4.0,958.0,712.0,3.2356,2000002.0,NEAR BAY
-122.42,37.8,52.0,2.0,2.0,277.0,165.0,4.4712,2000002.0,NEAR BAY
-122.41,37.8,52.0,6.0,3.0,1335.0,613.0,3.1477,2000002.0,NEAR BAY
-122.41,37.8,52.0,4.0,2.0,1328.0,559.0,4.1607,700000.0,NEAR BAY
-122.41,37.8,52.0,5.0,4.0,1279.0,709.0,5.4378,2000002.0,NEAR BAY
-122.41,37.8,52.0,3.0,2.0,629.0,247.0,2.5875,2000002.0,NEAR BAY
-122.41,37.8,52.0,5.0,3.0,1906.0,863.0,3.6065,866600.0,NEAR BAY
-122.41,37.8,52.0,5.0,3.0,437.0,272.0,6.3245,2000002.0,NEAR BAY
-122.4,37.8,52.0,5.0,3.0,679.0,448.0,4.775,2000002.0,NEAR BAY
-122.4,37.8,52.0,4.0,3.0,920.0,503.0,4.2015,825000.0,NEAR BAY
-122.4,37.81,12.0,5.0,3.0,536.0,334.0,7.7852,500000.0,NEAR BAY
-122.41,37.8,52.0,6.0,3.0,1415.0,664.0,2.8229,750000.0,NEAR BAY
-122.4,37.8,52.0,4.0,2.0,1432.0,513.0,1.9063,600000.0,NEAR BAY
-122.41,37.8,52.0,3.0,2.0,1700.0,400.0,2.75,337600.0,NEAR BAY
-122.41,37.8,52.0,3.0,2.0,1016.0,395.0,3.3839,800000.0,NEAR BAY
-122.41,37.8,52.0,5.0,4.0,2957.0,710.0,1.8295,487600.0,NEAR BAY
-122.41,37.8,30.0,6.0,4.0,1648.0,684.0,0.8836,900000.0,NEAR BAY
-122.41,37.8,52.0,7.0,4.0,1446.0,711.0,5.866,2000002.0,NEAR BAY
-122.41,37.8,52.0,5.0,3.0,1785.0,733.0,3.5746,700000.0,NEAR BAY
-122.41,37.79,52.0,5.0,3.0,2062.0,966.0,2.9871,760000.0,NEAR BAY
-122.42,37.8,52.0,7.0,4.0,1156.0,651.0,4.3472,2000002.0,NEAR BAY
-122.42,37.8,52.0,6.0,3.0,1830.0,977.0,4.2458,900000.0,NEAR BAY
-122.42,37.8,52.0,9.0,4.0,1576.0,1034.0,2.0987,916600.0,NEAR BAY
-122.42,37.8,52.0,4.0,2.0,932.0,427.0,3.3643,840000.0,NEAR BAY
-122.42,37.8,52.0,5.0,3.0,2122.0,850.0,2.5603,575000.0,NEAR BAY
-122.42,37.79,52.0,7.0,3.0,2286.0,994.0,2.565,450000.0,NEAR BAY
-122.42,37.79,52.0,10.0,4.0,2112.0,1045.0,2.1343,800000.0,NEAR BAY
-122.42,37.79,52.0,7.0,4.0,2452.0,1131.0,2.5013,550000.0,NEAR BAY
-122.41,37.79,52.0,6.0,3.0,1711.0,830.0,3.0296,2000002.0,NEAR BAY
-122.41,37.79,52.0,7.0,3.0,1178.0,727.0,3.3681,2000002.0,NEAR BAY
-122.41,37.79,52.0,4.0,2.0,904.0,431.0,3.5066,700000.0,NEAR BAY
-122.41,37.8,52.0,7.0,3.0,1846.0,620.0,1.9145,450000.0,NEAR BAY
-122.41,37.79,52.0,5.0,4.0,1515.0,861.0,1.3668,110000.0,NEAR BAY
-122.41,37.8,52.0,7.0,4.0,3260.0,1457.0,0.9,2000002.0,NEAR BAY
-122.39,37.8,25.0,10.0,4.0,1525.0,1169.0,4.5581,2000002.0,NEAR BAY
